product,base_cake,truffle_type,primary_flavor,secondary_flavor,color_group,rate_kg_per_hr,cost_usd_per_kg,price_usd_per_kg,ebit_per_kg,ebit_per_hr,kg_produced
CheCanGraKiwTau,Cheese,Candy Outer,Grand Mariner,Kiwi,Taupe,0.4358801863436901,1.966242300854661,2.288118939945219,0.32187663909055786,0.14029964942647305,508.8882063146339
CheJelGinFuzTau,Cheese,Jelly Filled,Ginger Ale,Fuzzy Navel,Taupe,0.4067337557061934,2.1553771742765897,2.498421233923774,0.34304405964718443,0.13952759875299875,542.3539797544349
CheCanGraKiwTau,Cheese,Candy Outer,Grand Mariner,Kiwi,Taupe,0.420380919972556,1.957580794244683,2.288118939945219,0.33053814570053586,0.13895192977561402,522.5820816303071
CheJelToaBlaWhi,Cheese,Jelly Filled,Toasted Coconut,Black Cherry,White,0.10748221328129,0.7594016017838753,2.0491440152414513,1.2897424134575761,0.1386243691611729,2039.0877239391004
CheJelGinFuzTau,Cheese,Jelly Filled,Ginger Ale,Fuzzy Navel,Taupe,0.479289998814785,2.2093605747936693,2.498421233923774,0.2890606591301048,0.1385438829718689,457.0060155855528
CheChoGinPapSla,Cheese,Chocolate Outer,Ginger Ale,Papaya,Slate,0.4184726930349875,1.3807440793070316,1.7112629169381965,0.33051883763116496,0.13831310808230737,522.5515554982544
CheCanPluAppBur,Cheese,Candy Outer,Plum,Apple,Burgundy,0.3751378293133463,1.5411451206017848,1.9094479376273092,0.3683028170255245,0.13816431930894582,582.2881724697492
CheJelManFuzBur,Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.7248768891043958,1.6573827171572237,1.8477378355593155,0.19035511840209174,0.1379840260524072,300.9521754674363
CheJelSasHazOli,Cheese,Jelly Filled,Sassafras,Hazelnut,Olive,0.19667818056034125,1.5923789847265946,2.2913527236523343,0.6989737389257398,0.13747288323137347,1105.0801737832214
CheJelGraAppBur,Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.514812014301158,1.4412046661676272,1.7080245627332489,0.26681989656562166,0.13736208840657432,421.8432842966716
CheCanPluAppBur,Cheese,Candy Outer,Plum,Apple,Burgundy,0.3815556019908579,1.553293417368686,1.9094479376273092,0.35615452025862315,0.13589275237904416,563.0816684843917
CheJelToaBlaWhi,Cheese,Jelly Filled,Toasted Coconut,Black Cherry,White,0.1051731778342552,0.771397600558011,2.0491440152414513,1.2777464146834403,0.13438465089858345,2020.1220036669777
CheChoGinPapSla,Cheese,Chocolate Outer,Ginger Ale,Papaya,Slate,0.3681101016910401,1.3466197639029431,1.7112629169381965,0.3646431530352534,0.13422882814474862,576.5022296036086
CheCanPluAppBur,Cheese,Candy Outer,Plum,Apple,Burgundy,0.4213670452075546,1.593022548757455,1.9094479376273092,0.3164253888698543,0.13333123113674192,500.2697587167465
CheJelToaBlaWhi,Cheese,Jelly Filled,Toasted Coconut,Black Cherry,White,0.10478516902846267,0.7777297317198246,2.0491440152414513,1.2714142835216267,0.1332253606040154,2010.1108799079223
CheJelSasHazOli,Cheese,Jelly Filled,Sassafras,Hazelnut,Olive,0.2512571557395649,1.7618872916031356,2.2913527236523343,0.5294654320491987,0.13303197851910153,837.0868876424257
CheJelSasHazOli,Cheese,Jelly Filled,Sassafras,Hazelnut,Olive,0.251177658812205,1.762429035255034,2.2913527236523343,0.5289236883973003,0.13285381374195013,836.2303888419043
CheJelGraAppBur,Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.4206997382806837,1.3939195270746125,1.7080245627332489,0.31410503565863634,0.13214390629423312,496.6012713514957
CheJelManFuzBur,Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.7828568754616787,1.6797957121287284,1.8477378355593155,0.16794212343058712,0.13147464600726902,265.5171440795915
CheJelSouRocWhi,Cheese,Jelly Filled,Sour,Rock and Rye,White,0.5192855270722889,1.7680810132262936,2.020082683216584,0.2520016699902905,0.130860820024005,398.41561099925485
CheJelSasHazOli,Cheese,Jelly Filled,Sassafras,Hazelnut,Olive,0.1727873529354331,1.5347648582141433,2.2913527236523343,0.756587865438191,0.13072881453213467,1196.168329736835
CheCanGraKiwTau,Cheese,Candy Outer,Grand Mariner,Kiwi,Taupe,0.6585524527854263,2.089873019172976,2.288118939945219,0.1982459207722429,0.13055533737926586,313.42756441108605
CheCanPluAppBur,Cheese,Candy Outer,Plum,Apple,Burgundy,0.3729229355006334,1.559845861292923,1.9094479376273092,0.34960207633438634,0.13037463256373585,552.7222293992708
CheJelGinFuzTau,Cheese,Jelly Filled,Ginger Ale,Fuzzy Navel,Taupe,0.6085387094020052,2.2849904671392087,2.498421233923774,0.2134307667845654,0.12988088336575979,337.4348644506539
CheJelGinFuzTau,Cheese,Jelly Filled,Ginger Ale,Fuzzy Navel,Taupe,0.33219511813514363,2.108306957434218,2.498421233923774,0.3901142764895562,0.12959405816465422,616.772173903083
CheJelSasHazOli,Cheese,Jelly Filled,Sassafras,Hazelnut,Olive,0.18477719798770145,1.5911576813971835,2.2913527236523343,0.7001950422551508,0.129380077952787,1107.0110590516463
CheJelGraAppBur,Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.390222283261031,1.37660358226078,1.7080245627332489,0.3314209804724688,0.12932785172057634,523.9778468055324
CheJelSasHazOli,Cheese,Jelly Filled,Sassafras,Hazelnut,Olive,0.20330288469746008,1.656509718233731,2.2913527236523343,0.6348430054186034,0.12906541433160734,1003.6892370681569
CheJelToaBlaWhi,Cheese,Jelly Filled,Toasted Coconut,Black Cherry,White,0.10004032007432684,0.7654055007071621,2.0491440152414513,1.2837385145342892,0.12842561188575116,2029.5955366135508
CheJelSouRocWhi,Cheese,Jelly Filled,Sour,Rock and Rye,White,0.5804645475900607,1.7995290852702304,2.020082683216584,0.22055359794635376,0.12802354445129038,348.6960879555528
CheCanGraKiwTau,Cheese,Candy Outer,Grand Mariner,Kiwi,Taupe,0.7031893845857559,2.106769636951003,2.288118939945219,0.18134930299421592,0.12752290476755845,286.7139466159624
CheJelGinFuzTau,Cheese,Jelly Filled,Ginger Ale,Fuzzy Navel,Taupe,0.3442676439207004,2.1290824728613478,2.498421233923774,0.36933876106242636,0.12715138507955204,583.9260039826879
CheJelSasHazOli,Cheese,Jelly Filled,Sassafras,Hazelnut,Olive,0.185918994656854,1.6084114972208698,2.2913527236523343,0.6829412264314645,0.12697174622785676,1079.73270977036
CheJelSasHazOli,Cheese,Jelly Filled,Sassafras,Hazelnut,Olive,0.18473834543792064,1.6042968996612124,2.2913527236523343,0.687055823991122,0.1269255561476071,1086.2379043621663
CheChoGinPapSla,Cheese,Chocolate Outer,Ginger Ale,Papaya,Slate,0.44700224423458906,1.4300533378859448,1.7112629169381965,0.28120957905225175,0.12570131293662062,444.593427739042
CheChoGinPapSla,Cheese,Chocolate Outer,Ginger Ale,Papaya,Slate,0.4513166720078426,1.4330944550708282,1.7112629169381965,0.2781684618673683,0.12554206446752114,439.78540975494553
CheJelGinFuzTau,Cheese,Jelly Filled,Ginger Ale,Fuzzy Navel,Taupe,0.5446705708414922,2.2693178078454466,2.498421233923774,0.22910342607832757,0.12478589386382428,362.21339916730074
CheJelGraAppBur,Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.3181765869147669,1.3172747757820875,1.7080245627332489,0.39074978695116136,0.12432743354979285,617.7769183909531
CheJelSouRocWhi,Cheese,Jelly Filled,Sour,Rock and Rye,White,0.3758156043324725,1.6919296889521451,2.020082683216584,0.328152994264439,0.12332501585300053,518.8111480219112
CheJelGraAppBur,Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.3261173383630073,1.330022641181006,1.7080245627332489,0.37800192155224277,0.12327298055271971,597.6224940887566
CheCanGraKiwTau,Cheese,Candy Outer,Grand Mariner,Kiwi,Taupe,0.4640563823756554,2.0240262511616858,2.288118939945219,0.2640926887835331,0.12255389776874619,417.5315582876154
CheCanPluAppBur,Cheese,Candy Outer,Plum,Apple,Burgundy,0.42197570952190705,1.6193714113903068,1.9094479376273092,0.2900765262370024,0.12240524797450918,458.6121053948158
CheCanPluAppBur,Cheese,Candy Outer,Plum,Apple,Burgundy,0.3862898800383288,1.5931283569363743,1.9094479376273092,0.3163195806909349,0.12219105287887572,500.1024755782875
CheJelSasHazOli,Cheese,Jelly Filled,Sassafras,Hazelnut,Olive,0.17315869178267565,1.5896380187917312,2.2913527236523343,0.7017147048606032,0.1215080002983284,1109.413651484813
CheJelCofTanWhi,Cheese,Jelly Filled,Coffee,Tangerine,White,0.08648303879583187,0.47117539603062614,1.8698886256481249,1.3987132296174987,0.12096497050125343,2211.3710040582987
CheJelGraAppBur,Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.8468725160906259,1.5656720499053882,1.7080245627332489,0.14235251282786066,0.12055443071035345,225.05987114203086
CheJelSasHazOli,Cheese,Jelly Filled,Sassafras,Hazelnut,Olive,0.3182000964792,1.9135082083355854,2.2913527236523343,0.3778445153167489,0.12023016122792606,597.3736342240907
CheJelGinFuzTau,Cheese,Jelly Filled,Ginger Ale,Fuzzy Navel,Taupe,0.3379596232758449,2.1446051460470077,2.498421233923774,0.35381608787676644,0.11957555176776521,559.3845978807176
CheJelSouRocWhi,Cheese,Jelly Filled,Sour,Rock and Rye,White,0.32243656714899643,1.6502168235954546,2.020082683216584,0.3698658596211295,0.1192582780818496,584.7593488344528
CheJelGraAppBur,Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.2886643709234715,1.2962214304365578,1.7080245627332489,0.4118031322966911,0.11887289212873944,651.0623384825768
CheJelGraAppBur,Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.3364452764632226,1.3561922932305515,1.7080245627332489,0.3518322695026974,0.11837230518151806,556.248173389377
CheJelCofTanWhi,Cheese,Jelly Filled,Coffee,Tangerine,White,0.08703524323380085,0.5141275351848327,1.8698886256481249,1.3557610904632922,0.11799899627539572,2143.4635065980337
CheJelSasHazOli,Cheese,Jelly Filled,Sassafras,Hazelnut,Olive,0.2760578528453489,1.865376293949148,2.2913527236523343,0.4259764297031863,0.1175941385465893,673.4703762797094
CheChoGinPapSla,Cheese,Chocolate Outer,Ginger Ale,Papaya,Slate,0.4494539722664757,1.4504089906206385,1.7112629169381965,0.260853926317558,0.11724183336473301,412.4110623527565
CheJelCofTanWhi,Cheese,Jelly Filled,Coffee,Tangerine,White,0.0839108104341158,0.47553779218398795,1.8698886256481249,1.394350833464137,0.11700110846546058,2204.4740389352924
CheJelToaBlaWhi,Cheese,Jelly Filled,Toasted Coconut,Black Cherry,White,0.0907605221840376,0.7612642200043048,2.0491440152414513,1.2878797952371466,0.11688864272599485,2036.1429173575432
CheJelSasHazOli,Cheese,Jelly Filled,Sassafras,Hazelnut,Olive,0.21176834118313806,1.7398412420398786,2.2913527236523343,0.5515114816124558,0.1167926716045245,871.9417769263076
CheChoGinPapSla,Cheese,Chocolate Outer,Ginger Ale,Papaya,Slate,0.4003976708802384,1.420918840623468,1.7112629169381965,0.29034407631472847,0.11625309191029148,459.03510309833985
CheJelSouRocWhi,Cheese,Jelly Filled,Sour,Rock and Rye,White,0.3695798888153896,1.706624848134146,2.020082683216584,0.3134578350824382,0.11584771183808024,495.57804474742204
CheJelToaBlaWhi,Cheese,Jelly Filled,Toasted Coconut,Black Cherry,White,0.09132199278069968,0.7821696900270683,2.0491440152414513,1.266974325214383,0.11570262018055973,2003.0912887208488
CheCanGraKiwTau,Cheese,Candy Outer,Grand Mariner,Kiwi,Taupe,0.4715505656348258,2.043003974197636,2.288118939945219,0.24511496574758285,0.11558410074383364,387.52770506301545
CheJelSouRocWhi,Cheese,Jelly Filled,Sour,Rock and Rye,White,0.6772218946734174,1.8494597384027989,2.020082683216584,0.17062294481378526,0.1155495939615496,269.7555330133153
CheJelGraAppBur,Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.2987671898475478,1.322277339419115,1.7080245627332489,0.3857472233141339,0.11524861390105827,609.8678460102593
CheChoGinPapSla,Cheese,Chocolate Outer,Ginger Ale,Papaya,Slate,0.5081353472895499,1.4852276272460094,1.7112629169381965,0.2260352896921871,0.11485652042743352,357.3626637219353
CheJelGraAppBur,Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.42206074809104055,1.4371686960832457,1.7080245627332489,0.27085586665000316,0.11431762970314746,428.22416854718284
CheCanGraKiwTau,Cheese,Candy Outer,Grand Mariner,Kiwi,Taupe,0.8961572075668782,2.161147066067222,2.288118939945219,0.1269718738779968,0.11378675993403946,200.74302171398918
CheJelSasHazOli,Cheese,Jelly Filled,Sassafras,Hazelnut,Olive,0.1568228104466479,1.5689072966864157,2.2913527236523343,0.7224454269659186,0.11329592225112387,1142.1890029908693
CheJelSouRocWhi,Cheese,Jelly Filled,Sour,Rock and Rye,White,0.2918337175792858,1.6343969410292722,2.020082683216584,0.3856857421873119,0.1125561039598492,609.77064411192
CheCanGraKiwTau,Cheese,Candy Outer,Grand Mariner,Kiwi,Taupe,0.468390348732242,2.0488336431778444,2.288118939945219,0.23928529676737442,0.11207892359936852,378.31097594863047
CheJelSasHazOli,Cheese,Jelly Filled,Sassafras,Hazelnut,Olive,0.2403722934079088,1.8270467819306653,2.2913527236523343,0.46430594172166906,0.11160628405455644,734.0694824314086
CheCanPluAppBur,Cheese,Candy Outer,Plum,Apple,Burgundy,0.37541339171838334,1.613030698177497,1.9094479376273092,0.29641723944981235,0.11127900122565423,468.6367974095554
CheChoGinPapSla,Cheese,Chocolate Outer,Ginger Ale,Papaya,Slate,0.4004571572629957,1.4338047013211126,1.7112629169381965,0.27745821561708395,0.11111012828528075,438.66250769728106
CheJelGinFuzTau,Cheese,Jelly Filled,Ginger Ale,Fuzzy Navel,Taupe,0.4954501716501176,2.274578492270021,2.498421233923774,0.22384274165375295,0.11090292477498484,353.89623682717854
CheJelSasHazOli,Cheese,Jelly Filled,Sassafras,Hazelnut,Olive,0.1582646195946128,1.5911275487855394,2.2913527236523343,0.7002251748667949,0.11082087093086453,1107.0586988267305
CheJelGraAppBur,Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.4576794894491573,1.4659679115001683,1.7080245627332489,0.24205665123308062,0.11078436455412907,382.69249803454517
CheJelGraAppBur,Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.3011782417486071,1.3406033965263595,1.7080245627332489,0.36742116620688936,0.11065926081941367,580.8942791292485
CheJelSasHazOli,Cheese,Jelly Filled,Sassafras,Hazelnut,Olive,0.1629161382313039,1.616284958662589,2.2913527236523343,0.6750677649897454,0.10997943331656675,1067.284736901361
CheJelGraAppBur,Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.31649154516240263,1.363254532200883,1.7080245627332489,0.34477003053236577,0.10911679968887718,545.0827463725806
CheCanGraKiwTau,Cheese,Candy Outer,Grand Mariner,Kiwi,Taupe,0.4528222753190312,2.0477443481518316,2.288118939945219,0.24037459179338727,0.10884696958476495,380.03315558086894
CheCanGraKiwTau,Cheese,Candy Outer,Grand Mariner,Kiwi,Taupe,0.4788871157211334,2.0621433281339265,2.288118939945219,0.22597561181129233,0.10821680896362827,357.26831276235333
CheJelToaBlaWhi,Cheese,Jelly Filled,Toasted Coconut,Black Cherry,White,0.08448661879009098,0.7718546260756952,2.0491440152414513,1.2772893891657562,0.1079138617070754,2019.3994445629949
CheChoGinPapSla,Cheese,Chocolate Outer,Ginger Ale,Papaya,Slate,0.5032961289439211,1.5001299341269594,1.7112629169381965,0.21113298281123716,0.10626241294127908,333.80205913744646
CheJelToaBlaWhi,Cheese,Jelly Filled,Toasted Coconut,Black Cherry,White,0.08208926161750668,0.7582063512451735,2.0491440152414513,1.2909376639962777,0.10597211963168338,2040.9774196450549
CheJelGraAppBur,Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.31158984986691995,1.369800963844256,1.7080245627332489,0.3382235988889928,0.10538704039927062,534.7328127266654
CheJelGinFuzTau,Cheese,Jelly Filled,Ginger Ale,Fuzzy Navel,Taupe,0.4116248663982247,2.2427893953381175,2.498421233923774,0.25563183858565663,0.10522442140495346,404.15492153243036
CheCanGraKiwTau,Cheese,Candy Outer,Grand Mariner,Kiwi,Taupe,0.4542846989545386,2.0570726760461246,2.288118939945219,0.23104626389909422,0.1049607824399709,365.2850332460076
CheJelGinFuzTau,Cheese,Jelly Filled,Ginger Ale,Fuzzy Navel,Taupe,0.6521107138977593,2.338192805737614,2.498421233923774,0.16022842818616034,0.10448667469119288,253.3217621839527
CheJelManFuzBur,Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.4228303566248413,1.6030881206923273,1.8477378355593155,0.24464971486698817,0.10344532618537434,386.79214162858574
CheJelGinFuzTau,Cheese,Jelly Filled,Ginger Ale,Fuzzy Navel,Taupe,0.3391652021531929,2.193980904947879,2.498421233923774,0.304440328975895,0.10325556572069398,481.32133285632096
CheJelSasHazOli,Cheese,Jelly Filled,Sassafras,Hazelnut,Olive,0.12562721039958608,1.4699718143326772,2.2913527236523343,0.8213809093196571,0.1031877923133039,1298.6063817050242
CheJelGraAppBur,Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.66554008960036,1.554294522289234,1.7080245627332489,0.15373004044401495,0.10231350489137668,243.04778613095002
CheChoGinPapSla,Cheese,Chocolate Outer,Ginger Ale,Papaya,Slate,0.6159300855900562,1.5455970933929932,1.7112629169381965,0.16566582354520332,0.10203856487554423,261.9183051921839
CheChoGinPapSla,Cheese,Chocolate Outer,Ginger Ale,Papaya,Slate,0.39071296958624496,1.4517260203104154,1.7112629169381965,0.2595368966277811,0.10140443159863864,410.32883333984233
CheJelSasHazOli,Cheese,Jelly Filled,Sassafras,Hazelnut,Olive,0.21487242794237832,1.8209631552179273,2.2913527236523343,0.47038956843440705,0.10107374864826857,743.6877196992025
CheChoGinPapSla,Cheese,Chocolate Outer,Ginger Ale,Papaya,Slate,0.4632128328572187,1.4933436791271373,1.7112629169381965,0.21791923781105926,0.10094298748054668,344.53115443373974
CheJelGraAppBur,Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.32949286641716863,1.4037944799186324,1.7080245627332489,0.3042300828146165,0.10024164203692058,480.9889328654429
CheJelGraAppBur,Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.33554958734592194,1.409853191375123,1.7080245627332489,0.29817137135812577,0.10005128061758675,471.41008671375295
CheJelCofTanWhi,Cheese,Jelly Filled,Coffee,Tangerine,White,0.0722262223640989,0.49333101148478514,1.8698886256481249,1.3765576141633398,0.09942355633755483,2176.3428906788386
CheJelGraAppBur,Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.4784206406705589,1.5009403101143275,1.7080245627332489,0.20708425261892138,0.09907338081072824,327.4010011071375
CheJelSouRocWhi,Cheese,Jelly Filled,Sour,Rock and Rye,White,0.25479213376944954,1.6315530151691209,2.020082683216584,0.38852966804746325,0.09899430315454907,614.2669018520074
CheJelGraAppBur,Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.4383905052111029,1.4830427400320763,1.7080245627332489,0.22498182270117262,0.09862989491728184,355.69712835104366
CheJelGinFuzTau,Cheese,Jelly Filled,Ginger Ale,Fuzzy Navel,Taupe,0.3939768179408085,2.2483468849476513,2.498421233923774,0.2500743489761228,0.09852349625823215,395.3685090515538
CheJelSouRocWhi,Cheese,Jelly Filled,Sour,Rock and Rye,White,0.40384983068009694,1.7774094157336104,2.020082683216584,0.2426732674829737,0.0980035579835848,383.6673707009155
CheJelGraAppBur,Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.37925129541628094,1.4507157976351488,1.7080245627332489,0.2573087650981001,0.09758468248541799,406.8061488083518
CheJelSouRocWhi,Cheese,Jelly Filled,Sour,Rock and Rye,White,0.26528927250624346,1.6527856576519606,2.020082683216584,0.3672970255646235,0.09743996070574608,580.6980122956196
CheJelSouRocWhi,Cheese,Jelly Filled,Sour,Rock and Rye,White,0.3247290163328101,1.7210223772773656,2.020082683216584,0.2990603059392185,0.09711355897183167,472.8154957107571
CheChoGinPapSla,Cheese,Chocolate Outer,Ginger Ale,Papaya,Slate,0.39408327606600096,1.466086157789592,1.7112629169381965,0.24517675914860448,0.09662006046052693,387.6254006680672
CheJelSouRocWhi,Cheese,Jelly Filled,Sour,Rock and Rye,White,0.3516659840070145,1.7454557120039493,2.020082683216584,0.2746269712126348,0.09657696406635725,434.18629938750956
CheJelSouRocWhi,Cheese,Jelly Filled,Sour,Rock and Rye,White,0.4951925126165963,1.8256783104827905,2.020082683216584,0.19440437273379363,0.09626758979770059,307.3540621641338
CheCanGraKiwTau,Cheese,Candy Outer,Grand Mariner,Kiwi,Taupe,0.4164233057913767,2.0574196817759836,2.288118939945219,0.2306992581692353,0.09606854773045123,364.7364158503875
CheJelSasHazOli,Cheese,Jelly Filled,Sassafras,Hazelnut,Olive,0.14015667693815376,1.6077887371578046,2.2913527236523343,0.6835639864945298,0.0958060568216703,1080.7172958290223
CheCanGraKiwTau,Cheese,Candy Outer,Grand Mariner,Kiwi,Taupe,0.3990971168755693,2.0504378755593904,2.288118939945219,0.23768106438582848,0.09485782753230071,375.7746783736856
CheJelGraAppBur,Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.3064472206541291,1.4007469954803082,1.7080245627332489,0.30727756725294064,0.09416435645402589,485.80701750175666
CheChoGinPapSla,Cheese,Chocolate Outer,Ginger Ale,Papaya,Slate,0.5345152392687196,1.535636107382515,1.7112629169381965,0.17562680955568144,0.09387520613165691,277.6666624458187
CheCanGraKiwTau,Cheese,Candy Outer,Grand Mariner,Kiwi,Taupe,0.4794030970425854,2.0923334732327254,2.288118939945219,0.19578546671249342,0.09386015909789736,309.5375770646194
CheJelSasHazOli,Cheese,Jelly Filled,Sassafras,Hazelnut,Olive,0.18683470089497706,1.789051747450732,2.2913527236523343,0.5023009762016024,0.09384725264788138,794.1397783062084
CheJelSouRocWhi,Cheese,Jelly Filled,Sour,Rock and Rye,White,0.2291784790571895,1.6157443868321706,2.020082683216584,0.40433829638441354,0.092665635789955,639.2604041497059
CheJelManFuzBur,Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.5773756386853743,1.6878786607573963,1.8477378355593155,0.15985917480191913,0.09229879315097496,252.73797116105322
CheJelSasHazOli,Cheese,Jelly Filled,Sassafras,Hazelnut,Olive,0.14257076344211214,1.6466527897679348,2.2913527236523343,0.6446999338843995,0.09191536176497805,1019.2730789428057
CheChoGinPapSla,Cheese,Chocolate Outer,Ginger Ale,Papaya,Slate,0.3768742236295132,1.4675078441737548,1.7112629169381965,0.24375507276444175,0.09186500380385448,385.37770901817714
CheJelSasHazOli,Cheese,Jelly Filled,Sassafras,Hazelnut,Olive,0.14088453807062185,1.639310614939761,2.2913527236523343,0.6520421087125734,0.09186265128856509,1030.8810856292016
CheJelGinFuzTau,Cheese,Jelly Filled,Ginger Ale,Fuzzy Navel,Taupe,0.3414204469411675,2.231433557379382,2.498421233923774,0.2669876765443919,0.09115505185357016,422.1085450894186
CheCanGraKiwTau,Cheese,Candy Outer,Grand Mariner,Kiwi,Taupe,0.5710598982417863,2.1296057921184675,2.288118939945219,0.1585131478267514,0.09052050206792989,250.60989732823464
CheJelGraAppBur,Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.44192614571418976,1.5044681601127408,1.7080245627332489,0.20355640262050811,0.08995689644552694,321.82345666988954
CheJelGraAppBur,Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.5574232173350822,1.5474906089411835,1.7080245627332489,0.16053395379206536,0.08948535301429449,253.8047993438146
CheJelGinFuzTau,Cheese,Jelly Filled,Ginger Ale,Fuzzy Navel,Taupe,0.405786577955146,2.278594786922562,2.498421233923774,0.21982644700121234,0.08920262167266023,347.5464595102002
CheJelSouRocWhi,Cheese,Jelly Filled,Sour,Rock and Rye,White,0.21094447980322975,1.5982821980587212,2.020082683216584,0.42180048515786295,0.08897648392237532,666.8681918672485
CheCanGraKiwTau,Cheese,Candy Outer,Grand Mariner,Kiwi,Taupe,0.4666513126281224,2.097936816985288,2.288118939945219,0.19018212295993076,0.08874873731765466,300.6786690069779
CheJelSouRocWhi,Cheese,Jelly Filled,Sour,Rock and Rye,White,0.2506751020578346,1.6664973717212692,2.020082683216584,0.3535853114953149,0.0886350340452393,559.0197395326608
CheChoGinPapSla,Cheese,Chocolate Outer,Ginger Ale,Papaya,Slate,0.4292828125347566,1.5050516521645307,1.7112629169381965,0.2062112647736658,0.08852295171838863,326.0208039609209
CheJelSouRocWhi,Cheese,Jelly Filled,Sour,Rock and Rye,White,0.2400946458593703,1.6537667641510687,2.020082683216584,0.3663159190655154,0.08795049086068467,579.1468791411745
CheJelToaBlaWhi,Cheese,Jelly Filled,Toasted Coconut,Black Cherry,White,0.06855437088788219,0.770973383794804,2.0491440152414513,1.2781706314466472,0.08762418352619203,2020.7926920037482
CheJelManFuzBur,Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.4433281491232942,1.6509431399677756,1.8477378355593155,0.19679469559153984,0.08724462815387947,311.1331718100783
CheChoGinPapSla,Cheese,Chocolate Outer,Ginger Ale,Papaya,Slate,0.4811658375654105,1.5324266665079413,1.7112629169381965,0.1788362504302552,0.08604989422533124,282.74080083172123
CheJelGinFuzTau,Cheese,Jelly Filled,Ginger Ale,Fuzzy Navel,Taupe,0.4177504927346555,2.29340826733089,2.498421233923774,0.20501296659288393,0.08564426781117072,324.1262899210976
CheJelSasHazOli,Cheese,Jelly Filled,Sassafras,Hazelnut,Olive,0.129982401394549,1.6326303238630993,2.2913527236523343,0.6587223997892351,0.08562231937698493,1041.442651554791
CheJelSasHazOli,Cheese,Jelly Filled,Sassafras,Hazelnut,Olive,0.15757464162479676,1.7496200427287276,2.2913527236523343,0.5417326809236067,0.0853633330529777,856.481455367971
CheJelManFuzBur,Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.3917847124199888,1.6304853440152576,1.8477378355593155,0.2172524915440579,0.08511620492211477,343.4770260172136
CheJelSasHazOli,Cheese,Jelly Filled,Sassafras,Hazelnut,Olive,0.2590427930824067,1.9638700758191678,2.2913527236523343,0.3274826478331665,0.0848320197807256,517.751327731804
CheJelSasHazOli,Cheese,Jelly Filled,Sassafras,Hazelnut,Olive,0.1271497432518651,1.626604522974626,2.2913527236523343,0.6647482006777083,0.0845225630433099,1050.9694659716693
CheJelSasHazOli,Cheese,Jelly Filled,Sassafras,Hazelnut,Olive,0.1254445513785334,1.6184745697935057,2.2913527236523343,0.6728781538588287,0.08440889814323653,1063.8229532687026
CheCanGraKiwTau,Cheese,Candy Outer,Grand Mariner,Kiwi,Taupe,0.5659676119648103,2.1391872656636703,2.288118939945219,0.14893167428154852,0.08429050403904896,235.46155074413346
CheJelSasHazOli,Cheese,Jelly Filled,Sassafras,Hazelnut,Olive,0.14929255496691451,1.7292986549398455,2.2913527236523343,0.5620540687124889,0.0839104879476372,888.6096477429351
CheJelSasHazOli,Cheese,Jelly Filled,Sassafras,Hazelnut,Olive,0.12730371141845698,1.632492602931522,2.2913527236523343,0.6588601207208122,0.083875338673372,1041.660388878134
CheJelSouRocWhi,Cheese,Jelly Filled,Sour,Rock and Rye,White,0.21000339901939494,1.6214756110474298,2.020082683216584,0.39860707216915436,0.08370884002869168,630.1993165879283
CheChoGinPapSla,Cheese,Chocolate Outer,Ginger Ale,Papaya,Slate,0.43760985968647975,1.5207808631140134,1.7112629169381965,0.19048205382418315,0.08335682484679327,301.15286085873527
CheCanGraKiwTau,Cheese,Candy Outer,Grand Mariner,Kiwi,Taupe,0.4928107623803578,2.119084009900842,2.288118939945219,0.16903493004437697,0.08330223274407987,267.24487554563257
